window_index,window_seconds,window_start_timestamp,window_end_timestamp,request_count,inter_arrival_count,gamma,alpha,beta
379,1200.0,3091510.0,3092710.0,100,11,1.4797687861271676,1.4797687861271676,1.965909090909091
380,1200.0,3092710.0,3093910.0,0,0,,,
381,1200.0,3093910.0,3095110.0,100,9,8.138461538461538,8.138461538461538,0.6280193236714976
382,1200.0,3095110.0,3096310.0,300,30,0.05276911046090747,0.05276911046090747,512.2946568023016
383,1200.0,3096310.0,3097510.0,0,0,,,
384,1200.0,3097510.0,3098710.0,200,21,0.06008333134763265,0.06008333134763265,682.3855981416957
385,1200.0,3098710.0,3099910.0,200,21,0.07993194706994326,0.07993194706994326,203.14900153609835
386,1200.0,3099910.0,3101110.0,0,0,,,
387,1200.0,3101110.0,3102310.0,0,0,,,
388,1200.0,3102310.0,3103510.0,0,0,,,
389,1200.0,3103510.0,3104710.0,2002,210,4.476824397918439,4.476824397918439,0.5786414565826321
390,1200.0,3104710.0,3105910.0,200,19,1.126597255087553,1.126597255087553,3.223493516399696
391,1200.0,3105910.0,3107110.0,100,9,10.125,10.125,0.2962962962962963
392,1200.0,3107110.0,3108310.0,0,0,,,
393,1200.0,3108310.0,3109510.0,34,33,0.1067279911696309,0.1067279911696309,123.79246594384209
394,1200.0,3109510.0,3110710.0,0,0,,,
395,1200.0,3110710.0,3111910.0,0,0,,,
396,1200.0,3111910.0,3113110.0,0,0,,,
397,1200.0,3113110.0,3114310.0,101,11,0.11537796730698513,0.11537796730698513,351.41418671015083
398,1200.0,3114310.0,3115510.0,0,0,,,
399,1200.0,3115510.0,3116710.0,0,0,,,
400,1200.0,3116710.0,3117910.0,100,9,10.958904109589042,10.958904109589042,0.40555555555555556
401,1200.0,3117910.0,3119110.0,100,11,5.397959183673469,5.397959183673469,0.38735177865612647
402,1200.0,3119110.0,3120310.0,0,0,,,
403,1200.0,3120310.0,3121510.0,0,0,,,
404,1200.0,3121510.0,3122710.0,0,0,,,
405,1200.0,3122710.0,3123910.0,0,0,,,
406,1200.0,3123910.0,3125110.0,0,0,,,
407,1200.0,3125110.0,3126310.0,0,0,,,
408,1200.0,3126310.0,3127510.0,0,0,,,
409,1200.0,3127510.0,3128710.0,0,0,,,
410,1200.0,3128710.0,3129910.0,0,0,,,
411,1200.0,3129910.0,3131110.0,0,0,,,
412,1200.0,3131110.0,3132310.0,0,0,,,
413,1200.0,3132310.0,3133510.0,0,0,,,
414,1200.0,3133510.0,3134710.0,0,0,,,
415,1200.0,3134710.0,3135910.0,0,0,,,
416,1200.0,3135910.0,3137110.0,0,0,,,
417,1200.0,3137110.0,3138310.0,100,10,15.206896551724137,15.206896551724137,0.1380952380952381
418,1200.0,3138310.0,3139510.0,0,0,,,
419,1200.0,3139510.0,3140710.0,0,0,,,
420,1200.0,3140710.0,3141910.0,0,0,,,
